,text,repetido,labels,labels_int
946,A onde tem pra comprar?,False,,
947,Nunca bebi isso quem quer me dar um garrafa ou um golinho por favor,False,,
948,Onde compro,False,,
949,Isso e ruim de mais tenho em casa,False,,
950,Deve ser uma delícia,False,,
951,Se for para ficar anestesiado vo no dentista,False,,
952,Jeferson Oliveira,False,,
953,onde eu passo essa cachaça,False,,
954,Envie umas para teste.,False,,
955,Qual o valor,False,,
956,minde papai kkkkk,False,,
957,"Muito bom,,,",False,,
958,Que delícia,False,,
959,"Cachaça para os homens? 

Pelo amor do Capiroto... Apaga esse post, dá até vergonha!",False,,
960,Essa é uma delícia eu já tomei e recomendo 👍,False,,
961,Kkkkkkkk,False,,
962,Como comprar,False,,
963,E Muito Boa esa cachaça,False,,
964,Essa deve ser muito gostosa em,False,,
965,Me mande 12 garrafas.Só para ver se é pura.,False,,
966,Maria Inês Giuriollo,False,,
967,Jeferson Oliveira,False,,
968,Hoje foi eu. Amanhã sera você!!! Valeu ....,False,,
969,Onde encontrar desta cachaça. ???,False,,
970,Lucas Oliveira ae faz esse no um luau,False,,
971,Sandra Ribeiro,False,,
972,Deve ser bom,False,,
973,Gostaria de saber se posso usar técnicamente este curso,False,,
974,Alexsandra Regina olha ai pra presentiar Heliao,False,,
975,Célio Barbosa,False,[0. 1. 0.],1.0
976,Eu quero.,False,,
977,Mostrar isso pr uma certa pessoa.ele compra todos.kkkkl,False,,
978,"Cachaça Flor de Salinas, experimente que vc vai gostar, estarei no sorteio!!!!",False,,
979,dia 24/06 é meu aniversário. Bota meu nome ai. é o presente que eu queria ganhar.,False,,
980,Se tivesse como fazer um pedido esse seria o meu ganhar cachaca maravilhosa,False,,
981,Eu quero,False,,
982,Eu queroo,False,,
983,"Gostaria muito de ganhar a cachaça  Flor de Salinas, não vai esquecer !!!!!",False,[0. 0. 1.],2.0
984,Cachaça umburana uma maravilha.,False,,
985,A melhor cachaça do Brasil,False,,
986,Não  conheço mas  estou  curioso  para  degusta,False,,
987,"Bom dia 
Já compartilhei várias vezes 
Coloca eu no sorteio ai",False,,
988,"Gostaria de ganhar porque cachaça que nem essa não tem igual é pura, gostosa e saborosa,",False,,
989,Eu quero ganhar já compartilhei com todos,False,,
990,Eu quero...  Nada como beber uma cachaça nobre com meus amigos.,False,,
991,"Prefiro ser um bêbado conhecido, do que em alcoolatra anônimo.",False,,
992,Jeferson Oliveira,False,,
993,Eu quero embebedar-me com o perfume dessa flor!...,False,,
994,Graças a deus  não só pe de  cana o álcool já tirou muitas vidas e tá destruindo muitas famílias,False,,
995,Eu quero manda pra min  !!!,False,[0. 0. 1.],2.0
996,Eu quero!!,False,,
997,E uma delícia,False,,
998,Essa é boa heim.. ....,False,,
999,Eu quero embebedar-me com o perfume dessa flor!...,False,,
1000,Pinga  com amburana e super Boa  até de mais,False,,
1001,Eu quero ganhar esse belíssimo presente de Amburana,False,,
1002,"BONS TEMPOS, QUANDO FORNECIA LAMINAS DE MADEIRAS PARA O MERCADO MOVELEIRO, E OS ALABIQUEIROS VINHAM BUSCAR CASCAS DA CEREJEIRA, AMBURANA DE CHEIRO, E OUTRAS MADEIRAS, PARA COLOCAR NOS TONEIS DE CACHAÇAS. .HOJE , COM O PROGRESSO, TD MUDOU, AS ASSENCIAS TOMARAM LUGAR DESSAS PRÁTICAS. ENFIM, VAMOS ACEITAR PORQUE A DANADA NÃO PODERÁ NUNCA SER ABANDONADA.KKKK",False,,
1003,pqp delicia,False,,
1004,Eu quero ganhar porque eu sou muito fã dessas pinga,False,,
1005,Essa é dá boa...,False,,
1006,Eu quero.,False,,
1007,Mostrar isso pr uma certa pessoa.ele compra todos.kkkkl,False,,
1008,Essa é boa heim.. ....,False,,
1009,Não  conheço mas  estou  curioso  para  degusta,False,,
1010,Gostaria de ganhar e degusta lá com prazer,False,,
1011,E uma delícia,False,,
1012,Eu queroo,False,,
1013,Eu quero,False,,
1014,Eu quero ganhar já compartilhei com todos,False,,
1015,Delícia,False,,
1016,Eu quero.,False,,
1017,Eu quero manda pra min  !!!,False,,
1018,Eu quero.,False,,
1019,Eu quero...  Nada como beber uma cachaça nobre com meus amigos.,False,,
1020,Eu quero.,False,,
1021,Manda pro instituto lula,False,,
1022,Eu quero,False,,
1023,Essa eu tanto tomo como recomendo pode tomar que e ótima aprovada,False,,
1024,eu quero,False,,
1025,Gostaria de participar do sorteia  pois a cachaça de  Salinas é muito famosa gostaria de aprecia-la,False,,
1026,Quero ganhar,False,[0. 0. 1.],2.0
1027,Eu quero,False,,
1028,É boa demais.,False,,
1029,Torsso preu genten issssa,False,,
1030,Essa é boa manda ai,False,,
1031,Eu quero.,False,,
1032,Hummmm está eu quero levar pra 🏠,False,,
1033,É boa demais so.,False,,
1034,"Vou ganhar, a minha mãe e de salinas",False,,
1035,"eu quero ter essa cachaça na minha coleção 
muito boa",False,,
1036,Não  conheço  gostaria de ganhar para saber  se é  Boa mesmo,False,,
1037,Adoro cachaça,False,,
1038,Eu quero,False,,
1039,Euuuu queroo🙏🙏🙏🙏🙏,False,,
1040,"eu quero
sabor dos deuses",False,,
1041,Eu quero está delícia!!!,False,,
1042,Esta  aí vai ser minha 😅😅😅😅,False,,
1043,Eu quero!,False,,
1044,Eu quero ganhar deve ser muito boa,False,,
1045,Meus bons tempos uma pena já passou,False,,
1046,Estou no sorteio...fica a dica...kkk,False,,
1047,Qual o preco dessa cachaças e como eu faço pra comprar,False,[0. 1. 0.],1.0
1048,E a número 1xique,False,,
1049,Eu quero para minha coleção,False,,
1050,Eu quero,False,,
1051,"Essa cachaça é muito boa, tomara que eu ganhe.",False,,
1052,Tô dentro.,False,,
1053,EU QUERO,False,,
1054,Eu gostaria de ganhar pois sou apreciado de uma boa cachaça.,False,,
1055,E hj obaaaa,False,,
1056,Eu quero no minimo un garrafao porque un litro nao da,False,,
1057,"SAber apreciar uma boa cachaça é  muito bom.
Vou ganhar .",False,,
1058,Eta trem bão.,False,,
1059,Eu quero ganhar essa é top,False,,
1060,Essa desce macia....... e reanima....,False,,
1061,Eu queroooo,False,,
1062,Eu quero,False,,
1063,Bom dia  eu quero,False,,
1064,EU   QUERO,False,,
1065,Essa cachaça é maravilhosa eu adoro essa cachaça,False,,
1066,Eu também quero  !!!!,False,,
1067,Hum deve Boa  eu quero ganhar uma dessas,False,,
1068,Com certeza vai ser minha,False,,
1069,Já ganhei.,False,,
1070,Eu quero,False,,
1071,Eu quero.,False,,
1072,Eu gostaria de ser contenplado com um litro dessa delicioso estrato de cana.,False,,
1073,Muito boa eu quero e recomendo,False,,
1074,Aq em Araraquara onde posso encontrar,False,,
1075,Eu uma desça,False,,
1076,Bebida chique...,False,,
1077,Adoro esse aroma especial hummm,False,,
1078,Eu quero umas garrafas,False,,
1079,Essa é das boas,False,,
1080,Eu quero!,False,,
1081,Vamos experimentar.,False,,
1082,Delicia de cachaça,False,,
1083,"Eu adoro cachaças especiais,como essa...",False,,
1084,Onde encontra dessa aí pra compra,False,,
1085,Essa é das boas,False,,
1086,Esta é Boa Demais eu Quero.,False,,
1087,Eu quero,False,,
1088,Eu quero,False,,
1089,Cansei de compartilhar,False,,
1090,Eu quero uma dessa  Eu nunca  ganhei  nada mesmo,False,,
1091,Cachaça de salinas puro néctar rsrsrsrsrs !!!!,False,[0. 0. 1.],2.0
1092,O trem bao eu quero kkk,False,,
1093,Cachaça de 77 Guararema sp mais boa de Brasil vem experimenta !!,False,,
1094,cachaça bebida nacional de primeira hora,False,,
1095,Eu quero,False,,
1096,Eu quero,False,,
1097,Eu queria,False,,
1098,Eu quero,False,,
1099,Essa é da Boa...,False,,
1100,Sim,False,,
1101,Eu quero,False,,
1102,Boa,False,,
1103,Eu quero hoooo diliiiiica kkk,False,,
1104,EU QUERO GANHAR POR QUE EU APRECIO MUITO BEM ESSE TIPO  CACHAÇA E ALÉM DISSO SOU MUITO FÃ👏👏  BOA SORTE PRA MIM✌,False,,
1105,Gostaria de experimentar o que todos falam que é saborosa..,False,,
1106,Nao conheço essa pinga gostaria de conhecer,False,,
1107,Eu quero ganhar esta deliciosa cachaça,False,,
1108,Manda uma flor de salinas para saborear.,False,,
1109,"N posso ficar de fora,tb kero",False,,
1110,Gosto muito..,False,,
1111,Olha Nana Nayane Almeida Luiz essa marca que vc falou??,False,,
1112,na receita nao aparece creme de leite  e aparece no modo de fazer aparece,False,,
1113,Como compro,False,,
1114,Muito bom essa é show,False,,
1115,Eu quero muito boa,False,,
1116,Faça o seu pedido,False,,
1117,Aiii que delícia,False,,
1118,E  pra  minha   mãe,False,,
1119,Muito bom,False,,
1120,Juliana Bissolli,False,,
1121,FELIZ DIA DESDE BUENOS AIRES,False,,
1122,Interesante l,False,,
1123,"Legal, não sabia !!!😮",False,,
1124,Bruno Freitas,False,,
1125,Algum desses alambique faz divisa com sp? Grato,False,,
1126,Quero esperimentar,False,,
1127,Cachaça de Jambu?? Precisa corrigir isso...,False,,
1128,"A cachacha se originou da cana, juntou-se com a raiz  se tornou a Amburana , se beber  pouco bacana descontrolando pode dar cana.🚔",False,,
1129,Eu quero uma essa pinga e show,False,,
1130,Queria tanto uma.,False,,
1131,Se a ambura tem pinga em min kkkkkkkkkkkkk,False,,
1132,Eu quero uma,False,,
1133,"Pai, afasta de mim esse cálice, pai......",False,,
1134,"Eu quero , onde encontro em São Paulo !!!",False,,
1135,Boa noite Maria Regina pergunta de onde é esse produto eu também faço a mesma pergunta as garrafas são muito lindas mais eu não conheço os produtos Aruama eu moro em São Paulo SP informa a Onde eu possa encontrar Boa noite a todos do grupo,False,,
1136,Adoro  tomar um cálice,False,,
1137,Um gole dois gole três gole não faz mal sei que essa cachaça vai ser minha no final por isso que de uma cachaça boa eu não abro mão um abraço já ganhei. ..tô com água na boca.,False,,
1138,De onde é esse produto ? Onde vende ? Cidade ??,False,,
1139,Quantos custa a garrafa,False,,
1140,Deve ficar boa demais,False,,
1141,Vichi,False,,
1142,Marta Fonseca,False,,
1143,Quando  e sorteio,False,,
1144,"OS MAIORES EMELHORES CARAS PARA FAZEREM AS BOAS CAIPIRINHAS, SÃO AQUELES QUE MORAM NO INTERIOR...KKK",False,,
1145,"Veja isto Renato Serafim,deve ficar uma delícia.",False,,
1146,Muito boa mesmo e tudo que diz na discrição e verdade experiência unica,False,,
1147,Essa é boa!,False,,
1148,Melhor não há.,False,,
1149,Deve ser uma delícia,False,,
1150,Muito boa !!!,False,,
1151,No link da publicação... www.amburana.com,False,,
1152,Essa e top,False,,
1153,bão d +...um litro só meu...tasca ñ...,False,,
1154,Hum,False,,
1155,Dessa eu já provei. Realmente é especial!,False,,
1156,Uma Delicia !...,False,,
1157,Sou do jd sapopemba SP CEPA 03929120,False,,
1158,Essa Amburana É muita Saborosa em Casa Não Falta. Pode Vim Que Aqui .tem,False,,
1159,Como comprar??,False,,
1160,Quero  o  preço  da  Weber Haus  premium .,False,,
1161,Israel Costa,False,[0. 1. 0.],1.0
1162,Li Uliana essa que eu te falei,False,,
1163,Eduardo Shayeb,False,,
1164,"Tenho um barzinho 
E faço vários eventos na comunidade sou presidente da sociedade amigo jd sapopemba e adj  E GOSTARIA DE UMAS AMOSTRAS DAS BEBIDAS DE VCS DESDE JÁ AGRADEÇO",False,,
1165,Quero saber do preço,False,,
1166,Armando Quirino Quirino Almeida     Ricardo Santos Fc,False,,
1167,"Isso,sim é coisa boa ,hummmm.",False,,
1168,"Bom dia, Amburana, vocês estão empregando ? Estou a procura. Ah, só empregando ou a procura de bebedores ( desculpe, 'apreciadores' é mais polido ) ... Rsrsrsrs.",False,,
1169,"No meu pequeno alambique , lá na roça, eu a chamo de ""lágrima do engenho."" Estou arrumando uma documentação e vou registrar o nome.",False,,
1170,Oswaldo Nunes,False,,
1171,parabens ao ganhador,False,,
1172,Parabéns pelo ganhador;   más  O Avelino também. Pois tem até o nome  da Rua Avelino ok..kkk,False,,
1173,"Gostaria de ter ganho,mas eu ainda quero",False,,
1174,Ah que pena .não  ganhei. Mas parabéns  pro sortudo.,False,,
1175,"Parabens sortudo
Da proxima vez  quem sabe hehe",False,,
1176,Que pena. Fico feliz pelo ganhar vou ganhar um dia!!,False,,
1177,Quero uma beiçadakkkkkkk,False,,
1178,Os meus amigos sabem que gosto agora vou desafiar qual vai comprar e mandar pro negão.,False,,
1179,Quanto custa um barril desse,False,,
1180,"Eu mesmo !! Me deixou de água na boca, quero um barrilzinho deste de brinde.",False,,
1181,Um desse ficaria lindo junto com as minhas outras bebidas,False,,
1182,Tiago Patrícia eu ia adorar kkkmmm,False,,
1183,Parabéns,False,,
1184,Eu quero huuuummmm só alegria quebra gereba huuuummmm,False,,
1185,meu aniversário é dia 29/03 seria um ótimo presente kkkkk,False,,
1186,Eu quero,False,,
1187,Esta é da boa mesmo . Também quero  !,False,,
1188,Vou ganhar hein..pinga nim mim....kkkkkk,False,,
1189,Eu quero ...amburana e show,False,,
1190,Eu quero anagrama aqui no sul nunca vi gostaria de receber.,False,,
1191,Quero  ganhar  É degustar,False,,
1192,"Tudo na vida tem regras, esses que criticam são daqueles que não tem controle na vida.",False,,
1193,Gostaria de degustar. É no carvalho ou amburana ?,False,,
1194,Gostaria muito de experimentar 51 num da mais.,False,,
1195,Gostaria muito de degustar pois conheço um concorrente . cachaça Batista,False,,
1196,Gostaria de uma cachaca Boa num Carvalho de madeira Boa pra apreciar,False,,
1197,Sou degustador em Salinas essa não experimentei kkk,False,,
1198,Já é meu.,False,,
1199,Pó  meu essa deve ser da boa loko pra dar uma golada dessa cachaça.,False,,
1200,Eu quero adoro esperimentar cachaça nova n conheço,False,,
1201,"Bora lá, toma uma... Direto do barril...",False,,
1202,E ai quem foi o premiado,False,,
1203,Propaganda de cigarro é proibido porque provoca câncer i a cachaça distroi milhares de lares e tá tudo bem né palhaçada 🐅,False,,
1204,quero ganhar,False,,
1205,Eu Quero,False,,
1206,eu quero,False,,
1207,Eu quero,False,,
1208,Adoro  pinga kkkkk,False,,
1209,Eu gostaria de degustar esta cachaça ta ok,False,,
1210,"Bora lá, toma uma... Direto do barril...",False,,
1211,Huuuiii eu tamém quuuueeeeroooo.,False,,
1212,Vi fazer 60 tão dia 27 3  quero prezente,False,,
1213,Eu quero,False,,
1214,"Eu quero,gosto muito.",False,,
1215,Eu quero,False,,
1216,eu quero,False,,
1217,Esse mineiro dando brinde?   Kkk    Sei.,False,,
1218,eu quero para meu marido adoraaaa,False,,
1219,Eu Quero,False,,
1220,quero ganhar,False,,
1221,Eu quero,False,,
1222,loco pr dar um golo,False,,
1223,Eu Quero.,False,,
1224,Eu quero muito esta cachaça ta ok,False,,
1225,Quero  ganhar  É degustar,False,,
1226,Eu quero,False,,
1227,Até eu que sou mais bobu quero,False,,
1228,Esta é da boa mesmo . Também quero  !,False,,
1229,Eu quero,False,,
1230,Já é meu.,False,,
1231,Eu quero,False,[0. 0. 1.],2.0
1232,Gostaria  degustar esta delicia,False,,
1233,Eu quero,False,,
1234,Eu quero,False,,
1235,eu quero,False,,
1236,Eu quero,False,,
1237,Muito Boa,False,,
1238,Eu tb quero participar,False,,
1239,Eu também quero,False,,
1240,Adoreiiiiii!!!!!!!!Quero.,False,,
1241,Eu quero !!!,False,,
1242,Eu quero ganhar,False,,
1243,Essa fais o Rosário,False,,
1244,Eu quero,False,,
1245,Cachaça de bom gosto,False,,
1246,Eu quero,False,,
1247,Eu quero,False,,
1248,Show,False,,
1249,Boa.,False,,
1250,Euuuuuuuu queeeeeeero!,False,,
1251,eu quero ganhar esse sorteio.,False,,
1252,Eu quero!,False,,
1253,Eu quero,False,,
1254,Boa,False,,
1255,Eu quero amburama aqui no sul nunca vi gostaria de degustar.,False,,
1256,Olha aí João Bernardo,False,,
1257,Rogério Savegnago faz aí,False,,
1258,"""Quando eu morrer quero na sepultura uma PIPA cheia de cachaça sem mistura, 
Encanamento até na minha boca 
Em pouco tempo deixarei a PIPA oca ""
É isso aí 💚💛💖👍👏👏👏👏",False,,
1259,"Onde encontro essa cachaça ? Cachaça boa tem que ter história, qual a história da cachaça São Luiz ?",False,,
1260,"Oi pessoal amigo do Engenho São Luiz,sou Luiz mas não sou dono do. Emgenho,mas habitual apreciador  da amburana de vocês se sobrar manda que nós vamos degustar com toda vontade",False,,
1261,"Eu gosto tanto de uma Boa cachaça, que quando eu nasci meu pai disse para a parteira la no interior do Paraná, ""deixa que eu bato pra ele chorar"", daí bateu em mim com um pé de cana.  Por isso que gosto de uma Boa cachaça principalmente ser for curtida num barril de Carvalho.",False,,
1262,Jente pensem numa cachaca gostosa e a .cortida na amburana conheço isso a mais de 40 anos,False,,
1263,Quero ganhar e guardar junto a minha coleção  isso vai ser uma relíquia,False,,
1264,Seria um ótimo presente pois o sorteio e no dia do meu aniversário,False,,
1265,bom di mais envelhecida não tem cachaça melhor me deu água na boca kkkkkk,False,,
1266,Tomie muito em goianas no restaurante do galo na região de Bauru um só u oro,False,,
1267,"Nossa quanta ignorancia com este produto totalmente Brasileiro , se não aprecia , evite comentarios depreciadores",False,,
1268,"Essa não é cachaça​ para se embriagar, é cachaça pra degustar, com prazer, devagarinho.",False,,
1269,"Quero ganhar e deixar na minha casa!!!  Pode me enviar por favor,  ganhei!!!!!!!",False,,
1270,"Pode colocar meu nome aí no sorteio 
Porque sou um apreciador de uma boa cachaça  (São Mateus sp)",False,[0. 0. 1.],2.0
1271,"Eu tomo essa cachaça
A muito tempo Lá em Minas Gerais muzambinho! 😂😂😂😂😂",False,,
1272,"O segredo é o envelhecimento
 Manda uma aí. Tá demorando demais.",False,,
1273,"Tô dentro , se me sortearem ficarei contente e bêbado kkkkk",False,,
1274,"Tomar uma Boa cachaça é ritual, compartilhado, você toma hoje, amanhã e sempre, mas tem que ser a top das tops.",False,,
1275,"Prometo solemente a todos que vou comemorar com meus amigos, tomando cachaça São Luiz Premium a única 100% envelhecida por 18 meses. Receber esse presentão tem que comemorar com os amigos.",False,,
1276,É isso manda essa tentação pra cá vamos dá uma provada eu quero ganhar,False,,
1277,"Sou  amante  de  uma  boa  cachaça , ... ainda  não  tomei  a  ENGENHO  SÃO  LUIZ  , vou  procurar .",False,,
1278,"Opa!
Coloca meu nome aí... Wagner Andreatta
Aproveitem e mandem meu brinde que faltou na última compra! :( 😅",False,,
1279,Essa eu já conheço é muito boa pode mandar pra mim que eu aceito Obrigado,False,,
1280,Espero ganhar pois teria em minha casa uma arte que dá vontade de saborear.,False,,
1281,Bom dia  o  rapai esa cachaça me ta dando água na boca  tem geitinho d golino. ......///// ?,False,,
1282,"Muito boa cachaça  São Luiz, descansada em tonel também é ótima. Porém gosto mais da cachaça branca se possível descansada no tonel de Jequitiba.",False,,
1283,"Parabéns pela produção de um produto de altíssima qualidade, para ser saboreada com amigos em momentos de descontração.",False,,
1284,sera que vcs manda uma amostra pra mim degustar no meu anversario agora em abril e dia 28/04/64  vo espera ok,False,,
1285,quero esprementar essa cachaca sera que boa mesmo manda uma amostra.se for boa eu do os parabens e compro manda ai a amostra pra mim degusta essa maravinha ok,False,,
1286,"Meu aniversário é em maio, comemorar com essa cachacinha era tudo de bom.",False,,
1287,"Já tive a oportunidade de experimentar ! Está cachaça é muito boa !
Gostaria muito de ser sorteado !",False,,
1288,"Na realidade todos gostam, existem aqueles que não podem, pra esses meus respeitos, mas uma cachacinha, aquela talagada.",False,,
1289,"Não bebo e não fumo mas gostaria de ganhar para saudar meus amigos ,,,,,",False,[0. 1. 0.],1.0
1290,Boa noite gostei hoje e meu niver 65 gostaria muito de ganhar este magnifico presente desde ja agradeço Roberto Sabongii Sao Paulo Capital Freg do O abraços,False,,
1291,"Quem não sabe beber, não pode criticar quem sabe degustar e apreciar uma boa cachaça!",False,,
1292,"Gostaria muito de provar sou um apreciador de cachaça, onde posso comprar?",False,,
1293,Adoraria ganhar um de carvalho cairia muito bem ao lado da minha churrasqueira,False,,
1294,"Eu quero já tive a oportunidade, de degustar maravilha !!!!",False,,
1295,"Gosto de tomar uma cachaça de vez em quando,essas bebidas  são melhores que essa Renca 
 de whiskys falsificados que estão por aí. ..quero uma ....",False,,
1296,"cachaça e para quem gosta de degustar uma Boa bebida
e pinga e para pinguço encher o caneco.adoro ter em casa para receber os bons amigos",False,,
1297,"Eu não posso tomar 
Ja tomei a muito tempo 
Atraz la em Cuiabá MT 
É muito boa 
A aburana tem um aroma 
Distinto 
Porém se eu ganhar 
Sirvo meus amigos que 
Nos vizita. 
Cachaça pura é outro nível.",False,,
1298,Olha Ai Marcio Francisco uma cachaca top  essa Eu assino em baixo  vc gosta Alex Santos e Daniela Salis,False,,
1299,Eu gostaria de degustar essa cachaça curtindo na amburana.,False,,
1300,Amburana faz bem para o estômago.,False,,
1301,Umburana de cheiro   arvore do serado brasileiro coisa boa pro cachaceiro,False,[0. 0. 1.],2.0
1302,Amburana é show,False,,
1303,Vou tentar a sorte!!!,False,,
1304,Parabéns Amburana,False,,
1305,Amburana é top,False,,
1306,No frio ou no calor amburana meu amor!!,False,,
1307,Apreciar uma cachaça da Boa é como amar a pessoa amada. Se faz com prazer!!,False,,
1308,Tenho ela delicia! !!!!!,False,,
1309,Que maravilha eu gosto muito,False,,
1310,Essa é nobre...,False,,
1311,Eu quero,False,,
1312,Essa e da boa,False,[0. 0. 1.],2.0
1313,opa eu quero,False,,
1314,ainda não experimentei parece ser boa de cachaça eu entendo um pouco,False,[0. 1. 0.],1.0
1315,"Quero experimentar , deve ser muito boa",False,[0. 0. 1.],2.0
1316,EU QUERO GOSTEI CURTI E COMPARTILHEI MANDA PRA MIM AQUI NA CID.DE SÃO CARLOS,False,,
1317,É quero sim adoro  !,False,,
1318,Eu quero.,False,,
1319,Que beleza,False,,
1320,Eu adoro cachaça   Quero  ganhar,False,,
1321,Deve ser uma delícia  eu quero ganhar,False,,
1322,Muito boa essa cachaça já tive o prazer de degustar,False,,
1323,Não me faça passar vontade!,False,,
1324,Já ganhei?,False,,
1325,Huuuuu delícia...,False,,
1326,Santo líquido perfeito ! Se não quiser não beba !,False,,
1327,Eu quero,False,,
1328,Pinga no carvalho é wisque dos bons,False,,
1329,"Vamos respeitar a lei do idoso, já é  minha",False,,
1330,Já experimente cachaça de ambura realmente muito suave,False,,
1331,Gostaria de ganhar pra oferecer aos amigos,False,,
1332,Até que vai bem uma cachacinha o lula que o diga kkkkkkl,False,,
1333,"Heta cachaça boa
 Ave maria boa de mais!",False,,
1334,EU QUERO,False,,
1335,Eu quero,False,,
1336,O meu sonho é ter um desse na minha casa,False,,
1337,Adoro como Aperivo e bom de mais,False,,
1338,Eu quero,False,,
1339,"Eu quero ,!!!",False,,
1340,Eu quero,False,,
1341,Eu quero um a garrafa,False,,
1342,Gostaria de ganhar,False,,
1343,Eu quero,False,,
1344,A cachaça noa faz basta saber beber  não deixa r ser bebido.kkk,False,,
1345,"Eu quero , degustar essa beleza",False,,
1346,Vai ficar ótimo na edícula pra servir minhas visitas e eu claro,False,,
1347,Gostaria  de participar,False,,
1348,Onde compro a cachaça e o tonel?,False,,
1349,Essa cachaça  e show.  Parabéns,False,,
1350,"Tomar uma Boa cachaça é um ritual, compartilhado.",False,,
1351,Âmburana um delicia 👍,False,,
1352,Me de papai..kkk,False,,
1353,Gostaria de ter um dece lã em casa.kkll,False,,
1354,"Quero participar do sorteio, boa sorte. Obrigado",False,,
1355,Qual o preço dessa iguaria?,False,,
1356,Eu gosto hein..kkk,False,,
1357,"Ahi eu dô valor ,Pinga Pura ,na guela , ...",False,,
1358,Mi dee papai rsrsrsrsrsr,False,,
1359,Eu quero,False,,
1360,Deve ser maravilhosa.,False,,
1361,Quero ganhar com o corote de carvalho,False,,
1362,Hoje é dia vamos tomar uma,False,,
1363,Eu quero adoraria degustar essa famosa cachaça.,False,,
1364,Asin me manda túnel dessa,False,,
1365,Maurici,False,[0. 1. 0.],1.0
1366,Maurício,False,,
1367,Vamo beber todinha,False,,
1368,eu também gostaria era de ganhar esse  barril  kkkkk,False,,
1369,"Eu quero ganhar , pra que possa 
Divulgar 🙏🏻👍",False,,
1370,Oi boa noite legal deve ser cachaça pura boa para degustar,False,,
1371,Vou beber essa marcada com juízo.,False,,
1372,Coisa fina com certeza.,False,,
1373,Eu queroo,False,,
1374,Eu quero,False,,
1375,Eu quero,False,,
1376,Uma Delícia !...,False,,
1377,Gostsria de ganhar essa delicia,False,,
1378,Delicias  essa eu conheço,False,,
1379,Quero um baril de 200lt.,False,,
1380,eu quero,False,,
1381,Eu quero é ganha esse trem doido ai,False,,
1382,E dessa cachaça. Que eu preciso. pra completar o churrasco no sitio,False,,
1383,Eu quero,False,,
1384,"Aonde fica o engenho, a eu quero ganhar",False,,
1385,Eu quero ganhar esta cachaça,False,,
1386,tbm quero participar do sorteio !,False,,
1387,Manda pramim queridos❤👏,False,,
1388,Eu quero  boa cachaça,False,[0. 0. 1.],2.0
1389,Este jà e meu,False,,
1390,É só não beber o celebro...  beba com moderação.,False,,
1391,Como faço para adquirir esta cachaça?,False,,
1392,Eu quero,False,,
1393,Deve ser muito boa,False,,
1394,Eu quero,False,,
1395,Eu quero,False,,
1396,Sou degustador de uma boa cachaça...,False,,
1397,Quero conhecer esse engenho onde fica!!!!,False,,
1398,Então manda a minha Já cortei,False,,
1399,Estou aqui adorando 😴,False,,
1400,À  eu que ganhar  essa cachaça,False,,
1401,muito. bom,False,,
1402,Eu quero,False,,
1403,Fidodido,False,,
1404,"Eu amo barril nem por isso eu bebo, as pessoas tem o livre arbítrio",False,,
1405,Gostaria de ganhar sou admirador de uma boa cachaça.,False,,
1406,Será que teve ganhador,False,,
1407,Eu quero,False,,
1408,Essa e da boa mereçe respeito,False,,
1409,O pinga boa uai,False,,
1410,Eu quero,False,,
1411,Eu quero,False,,
1412,Eu quero,False,,
1413,Quer coisa melhor que uma cachaça,False,,
1414,Eu queroo,False,,
1415,Mais  Está  cachaça  e muito  Boa deste que saiba beber,False,,
1416,"Coisa fina, vou ganhar está....",False,,
1417,Vamos degustar sr aprovamis ou não. Ok,False,,
1418,Deixa falar...Deixa eu beber....,False,,
1419,Eu quero muito,False,,
1420,Eu quero ganhar,False,,
1421,Eu quero,False,,
1422,Degustar  cachaça e muito bom,False,,
1423,Boa....,False,,
1424,Essa e boa de mais,False,,
1425,É dá boa está em 😁😁😁,False,,
1426,eça e da boa ne entu silasqi nela,False,,
1427,Euuu queroooooo,False,,
1428,Eu gosto de uma boa cachaça,False,,
1429,Eu quero,False,,
1430,Gostaria de  ganhar....,False,,
1431,"Umas melhores, cachaça q já tomei...",False,,
1432,Manda essa é Boa,False,,
1433,Adoraria prova está cachaça,False,,
1434,Eu quero,False,,
1435,Quero a minha,False,,
1436,Onde posso adquirir,False,,
1437,kkmkkkkmmm,False,,
1438,Esa e da boa,False,,
1439,Dustar e muito bom,False,,
1440,Manda para ca,False,,
1441,bom bom bom !,False,,
1442,Eu quero,False,,
1443,"Está vale
A pena",False,,
1444,Boa,False,,
1445,Eu quero,False,,
1446,Boa mesmo e curtida no barril de carvalho hehe,False,,
1447,Eu quero gahar adoro uma cachaça bpa,False,,
1448,Se eu ganhar levo pra ti Renato Serafim.,False,,
1449,"Gostaria de ganhar sò pr ficar apressiando,",False,,
1450,Essa pinga e da boa,False,,
1451,Top,False,,
1452,Essa eu recomendo loucos por cachaça,False,,
1453,Trem bao demais da conta sô.,False,,
1454,se eu ganhar vai ser bem vindo,False,,
1455,Eu quero,False,,
1456,Eu quuuero,False,,
1457,To no pareo...adoro cachaça,False,,
1458,Legal esse corote carvalho.,False,,
1459,Sei que não vou ganhar que isto é tudo truta mais vamos nessa.,False,,
1460,Eu quero,False,,
1461,Eu quero!,False,,
1462,Eu quero um golo,False,,
1463,Eu quero,False,,
1464,Eu quero,False,,
1465,Kkk desse jeito eu não paro de bb,False,,
1466,EU queroooooooo,False,,
